Date,Close,High,Low,Open,Volume
2024-04-22,2361.953369140625,2415.6341275301847,2346.616009600751,2407.9654477602476,19618600.0
2024-04-23,2346.615966796875,2369.6220056870407,2338.94728716682,2361.9533260569856,8395600.0
2024-04-24,2269.92919921875,2377.2907153980154,2200.9110816749367,2361.9533559438346,31018500.0
2024-04-25,2216.24853515625,2269.9292955233564,2200.9111750513625,2269.9292955233564,23582700.0
2024-04-26,2208.579833984375,2254.5919138590493,2208.579833984375,2223.9171939425996,11557400.0
2024-04-29,2300.60400390625,2300.60400390625,2193.2424837239582,2223.917203776042,11267600.0
2024-04-30,2323.610107421875,2323.610107421875,2285.2667063093027,2300.6040667543316,14322600.0
2024-05-01,2323.610107421875,2323.610107421875,2285.2667063093027,2300.6040667543316,14322600.0
2024-05-02,2216.24853515625,2239.2545753135814,2108.8870144220373,2116.555694474481,45398700.0
2024-05-03,2246.92333984375,2262.260700525277,2216.2486184806953,2231.5859791622224,15044700.0
2024-05-06,2246.92333984375,2262.260700525277,2231.5859791622224,2254.592020184514,14822200.0
2024-05-07,2208.579833984375,2262.2605938381616,2200.9111540052622,2254.5919138590493,19836200.0
2024-05-08,2246.92333984375,2315.9414629106227,2139.561815073059,2223.917298821459,89508200.0
2024-05-09,2246.92333984375,2315.9414629106227,2139.561815073059,2223.917298821459,89508200.0
2024-05-10,2246.92333984375,2315.9414629106227,2139.561815073059,2223.917298821459,89508200.0
2024-05-13,2246.92333984375,2277.5980612068047,2231.5859791622224,2262.260700525277,20604500.0
2024-05-14,2239.25439453125,2269.929112264555,2239.25439453125,2254.5917533979023,22326100.0
2024-05-15,2231.585693359375,2262.2604107938682,2223.917014000752,2254.5917314352446,16338100.0
2024-05-16,2246.92333984375,2246.92333984375,2223.917298821459,2239.254659502986,21537000.0
2024-05-17,2239.25439453125,2262.2604328312286,2231.5857150979236,2246.9230739645764,30769200.0
2024-05-20,2246.92333984375,2269.929380866041,2231.5859791622224,2246.92333984375,72080600.0
2024-05-21,2280.385498046875,2342.4971653088523,2244.8931167543165,2262.639307400596,61531400.0
2024-05-22,2298.131591796875,2307.0046867458977,2280.3854018988295,2280.3854018988295,18229700.0
2024-05-23,2298.131591796875,2307.0046867458977,2280.3854018988295,2280.3854018988295,18229700.0
2024-05-24,2298.131591796875,2307.0046867458977,2280.3854018988295,2280.3854018988295,18229700.0
2024-05-27,2236.02001953125,2307.0047820560517,2236.02001953125,2307.0047820560517,21414000.0
2024-05-28,2227.146728515625,2271.5122011952194,2227.146728515625,2253.7660121233816,11910700.0
2024-05-29,2191.654541015625,2244.8931128621584,2182.7814457078694,2236.020017554403,14743600.0
2024-05-30,2209.400634765625,2218.2737296843625,2147.2889703344626,2191.65444492815,9640300.0
2024-05-31,2209.400634765625,2236.0199195218374,2209.400634765625,2218.2737296843625,15709000.0
2024-06-03,2289.258544921875,2298.1316400572314,2218.2737838390262,2218.2737838390262,16723300.0
2024-06-04,2280.385498046875,2298.131688693154,2271.5124027237352,2298.131688693154,11333500.0
2024-06-05,2244.89306640625,2289.258542026927,2218.273781033844,2280.3854469027915,9835700.0
2024-06-06,2227.146728515625,2253.7660121233816,2218.273633979706,2244.8929175874628,4891100.0
2024-06-07,2244.89306640625,2262.6392566545205,2227.146876157979,2236.0199712821145,7711700.0
2024-06-10,2200.527587890625,2253.766158565398,2191.654492778163,2244.893063452936,13448200.0
2024-06-11,2165.03515625,2218.273725665984,2165.03515625,2200.527535860656,12171100.0
2024-06-12,2156.162109375,2182.781394675926,2147.2890142746915,2165.0352044753085,6485000.0
2024-06-13,2236.02001953125,2236.02001953125,2156.1621616908483,2156.1621616908483,14098000.0
2024-06-14,2182.78125,2236.019817073171,2173.908155487805,2236.019817073171,5659700.0
2024-06-17,2182.78125,2236.019817073171,2173.908155487805,2236.019817073171,5659700.0
2024-06-18,2182.78125,2236.019817073171,2173.908155487805,2236.019817073171,5659700.0
2024-06-19,2156.162109375,2191.6544897762346,2147.2890142746915,2182.781394675926,5276200.0
2024-06-20,2147.2890625,2173.9083483987606,2147.2890625,2156.162157799587,6492600.0
2024-06-21,2147.2890625,2173.9083483987606,2111.796681301653,2156.162157799587,18936500.0
2024-06-24,2156.162109375,2165.0352044753085,2147.2890142746915,2156.162109375,6459100.0
2024-06-25,2138.415771484375,2173.908149434323,2138.415771484375,2165.035054946836,6880400.0
2024-06-26,2165.03515625,2165.03515625,2129.5427766393445,2138.4158715420085,6341900.0
2024-06-27,2156.162109375,2165.0352044753085,2147.2890142746915,2165.0352044753085,4573400.0
2024-06-28,2173.908203125,2191.6543925382653,2156.1620137117347,2156.1620137117347,12859800.0
2024-07-01,2218.273681640625,2218.273681640625,2173.9082080078124,2182.781302734375,9767100.0
2024-07-02,2209.400634765625,2236.0199195218374,2209.400634765625,2218.2737296843625,9422500.0
2024-07-03,2218.273681640625,2244.8929658203124,2209.4005869140624,2218.273681640625,10030300.0
2024-07-04,2244.89306640625,2280.3854469027915,2227.146876157979,2236.0199712821145,18794900.0
2024-07-05,2253.76611328125,2280.3853980837844,2236.0199234128936,2253.76611328125,9942000.0
2024-07-08,2262.63916015625,2271.5122549019607,2244.8929706648287,2253.7660654105393,7491700.0
2024-07-09,2244.89306640625,2280.3854469027915,2244.89306640625,2262.6392566545205,10477700.0
2024-07-10,2253.76611328125,2271.5123031496064,2244.893018347072,2244.893018347072,7337200.0
2024-07-11,2262.63916015625,2271.5122549019607,2253.7660654105393,2262.63916015625,4841300.0
2024-07-12,2244.89306640625,2271.512351778656,2244.89306640625,2262.6392566545205,7888600.0
2024-07-15,2236.02001953125,2271.5124007936506,2218.2738289000495,2271.5124007936506,12266200.0
2024-07-16,2244.89306640625,2262.6392566545205,2236.0199712821145,2244.89306640625,6947800.0
2024-07-17,2253.76611328125,2262.639208215428,2244.893018347072,2262.639208215428,7325200.0
2024-07-18,2324.7509765625,2333.624071892891,2236.020023258588,2253.7662139193703,26806000.0
2024-07-19,2333.6240234375,2377.989499168251,2324.7509282913497,2324.7509282913497,30356300.0
2024-07-22,2377.989501953125,2395.735692266208,2342.497121326959,2342.497121326959,18786400.0
